PC1_3d,PC2_3d,PC3_3d,cluster
-14111.500012049532,-0.038448576782423735,-3.3525763530471244,1
-14110.500015550038,-0.14770672383349057,-3.329612616934214,1
-14109.49998500781,-0.12418730078615658,-3.0732703731820914,1
-14108.499952265307,-0.1930835658535761,-2.6076592823225977,1
-14107.499958598859,-0.2756128367218124,-2.954338076571882,1
-14106.499920719521,-0.9017021688970875,-0.7327641703014727,1
-14105.499989111879,-0.3705974071057556,-1.9624141999127531,1
-14104.499966904603,-0.7231434976499815,-1.4902965059628224,1
-14103.499976397121,-0.6585315716719747,-1.9167665407201124,1
-14102.499987238787,-0.6569781721596019,-2.01479764959491,1
-14101.49998379527,-0.8467816683259761,-1.917896018770432,1
-14100.499996144657,-0.6462295591650367,-2.027334856468281,1
-14099.499982616184,-0.7696003711034979,-1.9492185191285107,1
-14098.499985869768,-0.8606677859105502,-1.822613277269549,1
-14097.499987909414,-0.8672438634804945,-1.7964232945173104,1
-14096.499971339847,-1.0051305827043993,-1.6881141526632144,1
-14095.499990433378,-0.9216048340283906,-1.6970260213264896,1
-14094.49997628431,-0.9254794093407186,-1.727266228023615,1
-14093.49995111163,-0.8834546483363522,-1.738981184046398,1
-14092.499948426004,-0.8731272231982325,-1.7745522782324221,1
-14091.49999704479,-0.7903674977378493,-1.5538357393477624,1
-14090.499972478021,-0.7042702960736247,-1.8575486419503424,1
-14089.499985341581,-0.189307996075888,-2.3190686408761954,1
-14088.500000634103,-0.30032596913224924,-2.263419479182196,1
-14087.49997989774,-0.5687190408352212,-2.198356145022526,1
-14086.49999506594,-0.43530636755421004,-2.3276849159077666,1
-14085.499993375082,-0.783212413952988,-2.1839495311959705,1
-14084.49999231364,-0.5833672494449057,-2.2371050324135675,1
-14083.499967853244,-0.8979635624355706,-1.9167615763244572,1
-14082.499984534721,-0.7794933278179076,-2.5413995205102498,1
-14081.500000794742,-0.8563461542530214,-2.8415378124899826,1
-14080.500007299346,-0.7506646923299081,-3.224419423094154,1
-14079.50003219268,-0.6265042161578767,-3.4441027881875823,1
-14078.50003395499,-0.44527880087228067,-3.562591995538907,1
-14077.500022676413,-0.352693230767185,-3.5245805672152635,1
-14076.500004357425,-0.2674058460289747,-3.517572405128567,1
-14075.500039734565,-0.04243059894836368,-3.727899607406888,1
-14074.50003119265,-0.17467286545844687,-3.6950273734718744,1
-14073.500023858247,-0.20117824241444315,-3.7145937201154426,1
-14072.500034934481,-0.2032642784124997,-3.7104370603451673,1
-14071.50002264788,-0.15543300412273128,-3.7213079518162084,1
-14070.500019857585,-0.19007252507421957,-3.678740216123076,1
-14069.500022239232,-0.25703389840479385,-3.5261259969021874,1
-14068.500012049451,-0.18668417108746915,-3.4261226855339912,1
-14067.500028203533,-0.15238883348228965,-3.456921299296184,1
-14066.500021105292,-0.2611178520996298,-3.3792694515608765,1
-14065.500022704493,-0.39364456073127047,-3.164737682902197,1
-14064.500009190706,-0.39291573079295916,-3.0641720944307833,1
-14063.500008580402,-0.35042441602236674,-3.0064677815794876,1
-14062.500010975058,-0.32420324981741905,-3.0784900776527184,1
-14061.499996032273,-0.3521109800633474,-3.0146822862684313,1
-14060.499988038022,-0.29549692305075964,-2.9023429094923534,1
-14059.499988857171,-0.24364237809391712,-2.8102900292500674,1
-14058.499961124842,-0.7857955944712766,-0.968016992583149,1
-14057.500006767443,-0.5964119861885571,-1.812234484247762,1
-14056.499998221549,-0.5498520663618961,-1.6645831125995467,1
-14055.499996700843,-0.663266123621835,-1.7829878324672537,1
-14054.49999757893,-0.8188432865962649,-1.7163600319295966,1
-14053.499990875534,-0.8753120616317549,-1.6205505369680602,1
-14052.500001072836,-0.7519415505626421,-1.6480782060920993,1
-14051.49998932738,-0.5998468393401634,-1.595848329984816,1
-14050.499983233474,-0.9357258550860311,-1.3069629792995832,1
-14049.49986969798,-0.9919939263429924,-0.46186009479991547,1
-14048.499968548458,-0.9156702157616193,-1.422346984132248,1
-14047.499987137515,-1.0384973853935322,-1.2985555374199615,1
-14046.49998500539,-1.0815205405227237,-1.2515523378652602,1
-14045.499980509336,-1.0010969316960765,-1.242227889792192,1
-14044.499976363366,-0.9430410902418149,-1.354253462263165,1
-14043.499964694847,-0.712885357026089,-1.4772169143535958,1
-14042.500001812345,-0.13879704629762085,-1.939813937892943,1
-14041.499993557753,-0.221512217222184,-2.0409434748412894,1
-14040.49999233743,-0.3404470419755668,-2.1302748707085186,1
-14039.500004084834,-0.4855356273009218,-2.281613446130587,1
-14038.500006480826,-0.5003182162711168,-2.54874804011644,1
-14037.500004999272,-0.5984084326023247,-2.4748351354491493,1
-14036.49998964693,-1.0213595130728743,-2.134272324065905,1
-14035.500044463144,-0.8615223042916896,-3.246520945669888,1
-14034.499999919455,-0.7398928455169625,-2.5750659638608435,1
-14033.500014310785,-0.8126192995571828,-2.7528143496601087,1
-14032.500028218732,-0.7593377785192776,-2.8489851849547665,1
-14031.50002047151,-0.8092899738847245,-2.6359881869605846,1
-14030.50003242611,-0.584607250555564,-3.0679581444541975,1
-14029.500046180341,-0.4967896659870083,-3.070116755717424,1
-14028.500052346088,-0.3706106987437168,-3.5754423704187253,1
-14027.500061696901,-0.29123151524736346,-3.8769220901456607,1
-14026.500058305379,-0.2939958845208987,-3.884873069304006,1
-14025.500050570176,-0.3302514222801609,-3.7599694638740613,1
-14024.500050685323,-0.28144060813766536,-3.79793948385297,1
-14023.500046557338,-0.23655787418388866,-3.7871831357442387,1
-14022.500058759579,-0.11533537675284944,-3.8486739639468155,1
-14021.50005457571,-0.10715122481263527,-3.713371473897349,1
-14020.500048648324,-0.08584614732231849,-3.766464002111598,1
-14019.500035380343,-0.15548509344232864,-3.5823061266904705,1
-14018.500028491744,-0.2534827582847814,-3.5527087334503626,1
-14017.500029112996,-0.06944452341984354,-3.512298002442611,1
-14016.500028450846,-0.10211181079904022,-3.3168066530155635,1
-14015.500032158532,-0.300678554686271,-3.329073894897542,1
-14014.499988571464,-0.44817719120368565,-2.5060529829756577,1
-14013.499994247206,-0.31060418566657255,-2.808957370627328,1
-14012.499990293938,-0.5756103696521696,-2.640672464405497,1
-14011.499980759874,-0.33520135902714693,-2.6788295161098667,1
-14010.499967440412,-0.8025274074486258,-0.8689184965197131,1
-14009.499990913253,-0.5585165143307431,-1.6190627121128878,1
-14008.499967438078,-0.9057195709400845,-1.1244570123571158,1
-14007.499988922908,-0.746297920028067,-1.38615066252206,1
-14006.499905707187,-1.3934164264734608,0.6582158949788253,1
-14005.499960474712,-0.9479497241302058,-0.8739448221342333,1
-14004.499938408388,-0.6773622226887309,-1.462348875415306,1
-14003.500018212062,-0.8658474696433224,-1.8450466977356497,1
-14002.50002677511,-0.6672977209349197,-1.9653280892892822,1
-14001.499913921174,-0.4972190828587908,-1.669959066792936,1
-14000.499971659801,-0.9802821686966791,-0.9371802227816963,1
-13999.499880165695,-0.6099401766665086,-1.120257189457076,1
-13998.499933410016,-0.7544811240657912,-1.5351151018542473,1
-13997.499857832267,-0.7860506123125223,-0.6461517051099978,1
-13996.499965444134,-1.2106656617118952,-1.0570195791680574,1
-13995.49996731886,-1.0404875197515042,-1.0547450521105728,1
-13994.49980170585,-1.3984155183812501,0.9338450596113531,1
-13993.499976939109,-1.0636142411843923,-1.1507579722046541,1
-13992.499955661697,-1.1566292999956012,-0.9156676607983955,1
-13991.499984698143,-0.9991784215930863,-1.4725807482192383,1
-13990.49994365683,-1.3136946693613754,-0.3714167516498759,1
-13989.499979123844,-1.1512431380661028,-1.4104213797440064,1
-13988.499966678924,-1.2075431498221079,-0.9044076279253266,1
-13987.5000275362,-0.832834824617724,-2.1399178236437835,1
-13986.500032632051,-0.9280389905211012,-2.235975971993576,1
-13985.500052001622,-0.8632960857961783,-2.3740808712440304,1
-13984.500047204956,-0.6108751267352113,-2.501466298961749,1
-13983.500038732349,-0.7198643744669014,-2.4578515532344136,1
-13982.500046278323,-0.6246449473333751,-2.585594963372493,1
-13981.500050285229,-0.5721095283639074,-2.687929253568936,1
-13980.500049522323,-0.46256849241350934,-2.8682777591920585,1
-13979.500066228426,-0.16813685487445643,-3.16267155212989,1
-13978.50006720095,-0.08230996113783602,-3.3320488616602857,1
-13977.500054535798,-0.17265975658259625,-3.2310334057729526,1
-13976.500070305812,-0.07632770956827478,-3.4242327477260344,1
-13975.500059408114,0.08932376826797214,-3.4169423189567416,1
-13974.500064512033,0.12822036231277067,-3.4884511553924997,1
-13973.499987210107,-0.2224865582930064,-2.022295650977369,1
-13972.500035747235,0.06730814936060654,-2.7629096619451468,1
-13971.50001672072,0.01319383577813833,-2.9643179439228784,1
-13970.499963197795,-0.3156683414195847,-1.7256714858362188,1
-13969.4999663604,-0.27588341794046484,-2.1169081742790348,1
-13968.50000907103,-0.13904980582260365,-2.667551681097678,1
-13967.500002178183,-0.08626969701304846,-2.746983056384884,1
-13966.499815529927,-0.9414654997825216,0.8365353953915959,1
-13965.500002240631,-0.15624926093468192,-2.7249189728288807,1
-13964.499943487202,-0.3483038306878007,-1.26992969217652,1
-13963.500009862595,-0.21241090737269522,-2.9715503695610055,1
-13962.499906104165,-0.7742176984298899,-0.2270985706202586,1
-13961.499967985565,-0.8407538755977456,-0.4304116622969487,1
-13960.499953647572,-1.0732946566832415,0.06643031034302367,1
-13959.499997970384,-0.763969468337573,-1.2361967793097537,1
-13958.499990803128,-0.925016685602302,-0.9847616490549901,1
-13957.499981652642,-0.9032162920881366,-0.74592740678963,1
-13956.49998582603,-0.9437144859340085,-0.8462421922047342,1
-13955.499991059625,-0.9459543752306016,-1.0532383984504328,1
-13954.499979223292,-1.0379482159565285,-0.9300314978416858,1
-13953.499999658306,-0.9806343955270203,-1.083554162512363,1
-13952.499986688892,-1.276149452614907,-0.9046116355476687,1
-13951.499985887425,-1.354659693311592,-0.6959204249454276,1
-13950.499968843389,-1.4537492764354891,-0.40033320286733964,1
-13949.499959577677,-1.344235323712015,-0.35508533491090133,1
-13948.499954795345,-1.1349766006412476,-0.7989301158563122,1
-13947.499906348105,-1.2995487582063077,-0.5019084686308483,1
-13946.499967151087,-1.5591278665267592,-0.5901668701414751,1
-13945.499937670502,-1.5506719047718693,-0.3899391306507476,1
-13944.499974385968,-1.4841872753067655,-0.691728412207599,1
-13943.499937776296,-1.5250542148701163,-0.20263509659739828,1
-13942.49995116965,-1.347295816504947,-0.5952056048956136,1
-13941.499995909946,-1.20137159749014,-1.1441989157784287,1
-13940.499998251327,-1.0153640410600815,-1.8199039339517924,1
-13939.500049822569,-0.8082101053756173,-2.5823704436791086,1
-13938.500040979074,-1.0060417572777896,-2.0617579911192414,1
-13937.500021688214,-1.0620047352555917,-1.7621161591077332,1
-13936.500043355687,-0.9393514135749489,-2.1782252343980257,1
-13935.500022016065,-0.941062979807903,-2.0138968109027786,1
-13934.500039027624,-0.8056706035528725,-2.2426364866893334,1
-13933.500042958063,-0.7424717862136301,-2.356952529604257,1
-13932.500046882084,-0.6544482857002033,-2.408042481328277,1
-13931.500063138175,-0.3587759310211355,-2.6407799464061013,1
-13930.500057179988,-0.3128045875095574,-2.958588126197564,1
-13929.500062631647,-0.1542048410176445,-2.9776553685081124,1
-13928.50006330399,-0.15303853988257768,-3.0385812610885776,1
-13927.500030761235,0.5534845159880247,-3.162068511195567,1
-13926.500031247364,0.6167104702770532,-3.1893915540446307,1
-13925.500029053977,0.12596832217425205,-2.780335845276333,1
-13924.50003192808,0.017592658919598922,-2.7019586251461565,1
-13923.499978572794,-0.1248229996157393,-2.1236847324408363,1
-13922.500013307028,-0.24778661469647267,-2.029861496335888,1
-13921.500038074893,-0.18698068565872206,-2.97094567339257,1
-13920.500042259502,-0.27745093772344576,-2.7884125346158575,1
-13919.500044775235,-0.16492661859946495,-3.1052337616021997,1
-13918.500030763684,-0.3799653430779255,-2.7577045665791546,1
-13917.50004433755,-0.3249095102394824,-3.0304117295019246,1
-13916.500044020426,-0.3985826416428689,-3.0415459987998816,1
-13915.500016895621,-0.45182723953033754,-2.455117124779332,1
-13914.500021777509,-0.9936907848164444,-1.4031704674131662,1
-13913.499998884798,-1.3125867717661892,-0.4080669075603995,1
-13912.499980977549,-1.4854836859400686,0.14828848870863792,1
-13911.49998836618,-1.3382593487908776,-0.2208746574596541,1
-13910.499913091702,-1.7309912981531712,1.5154123764167016,1
-13909.500001574634,-1.1209489039191418,-0.6084987202914245,1
-13908.499871624685,-1.8866717981585626,2.307962658646469,1
-13907.499986740988,-1.1727754803459318,-0.34909433550056496,1
-13906.499952659307,-1.3404509562070888,0.0030612874947650425,1
-13905.499984430753,-1.0437522804313626,-0.5707185595821115,1
-13904.499886179052,-1.5920174815178694,1.5325033241743429,1
-13903.499941882645,-1.1162725208483297,-0.5245296300139105,1
-13902.49985476227,-1.7315647421717735,1.9537509296382238,1
-13901.499958484179,-1.2616504952816037,-0.36301701907199146,1
-13900.49998088726,-1.1795422377275466,-0.7575098369239913,1
-13899.499992199166,-1.4913186831775016,-0.5485344034397116,1
-13898.499990886627,-1.3451295552179914,-0.7610525939553578,1
-13897.500005624262,-1.475148120531836,-0.7159193019164494,1
-13896.499950287347,-1.8357478200579842,0.45171384940788456,1
-13895.500003130788,-1.5489573222935942,-0.39055278583542885,1
-13894.499996738501,-1.4162398363006825,-0.752407601895653,1
-13893.499981074632,-1.4597611948375442,-0.5947513646108676,1
-13892.500022827038,-1.2409622366688606,-1.1465365827693386,1
-13891.500031228225,-0.9709178805060156,-1.764696100231348,1
-13890.500045656983,-0.8685584348450887,-1.7635635877925715,1
-13889.500044302016,-0.8652649611302975,-1.8901086853776174,1
-13888.500051820227,-0.803393945962337,-1.9683602266504348,1
-13887.500051354822,-0.8318980377767061,-1.9205590145501756,1
-13886.500052739768,-0.7396707767817926,-2.088611628674568,1
-13885.500070541646,-0.7225669924090693,-2.2335988303459984,1
-13884.500066566701,-0.3865065046314297,-2.42900627980741,1
-13883.500061012948,-0.3910985162143943,-2.5547277062930407,1
-13882.500067533301,-0.28743882815688687,-2.6143470469070746,1
-13881.500080082831,-0.06095566792603955,-2.7677875350760197,1
-13880.500080359005,-0.1727575313563066,-2.6943210390337304,1
-13879.500074065227,0.04893602142830959,-2.6792767826759945,1
-13878.500072580642,0.15617463977157625,-2.8261751739505576,1
-13877.500077103725,0.3707626905921236,-2.900710272850462,1
-13876.500088570858,0.3821355892328023,-2.829702405786709,1
-13875.50005410051,0.16376813527808104,-2.6687140560992195,1
-13874.500046720237,-0.01967800130759433,-2.232771189988883,1
-13873.500034324396,-0.017318464780041797,-2.5084778730223065,1
-13872.500045906572,-0.13677537810412468,-2.371742649287101,1
-13871.500041008845,-0.5991430364026639,-2.2059704869369683,1
-13870.50001523998,-0.5038263327594332,-1.7399080115865184,1
-13869.500028404393,-0.6860625383248707,-1.9015946097480259,1
-13868.500032225344,-0.476244932189569,-2.1067047784574244,1
-13867.500022753391,-0.40098757504257937,-2.3481938244384644,1
-13866.50003351098,-0.912175046649155,-0.8137761925814456,1
-13865.500001738461,-1.321404015968675,-0.3376211474566533,1
-13864.499967124348,-1.573688609793463,0.6224544902317567,1
-13863.499959945484,-1.626055446156379,0.31747370156063953,1
-13862.499981932402,-1.571191666346807,0.3660464677059464,1
-13861.499929336574,-1.7581070576742956,1.5225945289622385,1
-13860.499963786482,-1.5540455617727402,0.38780774528563916,1
-13859.499946618713,-1.4843148152754937,0.8742000798107382,1
-13858.499996313672,-1.2737388258001157,-0.45444089756238937,1
-13857.499931899683,-1.2684384645201976,0.020482357312274903,1
-13856.4999753807,-1.3789985734662316,-0.09604182628552045,1
-13855.499954293673,-1.5179107659633087,0.511127749015056,1
-13854.499914052507,-1.8251897745765358,1.348461135444573,1
-13853.499957822683,-1.4783108253966903,0.36643563993011125,1
-13852.499986190625,-1.4233031558707296,-0.19212893925202693,1
-13851.50000022322,-1.4817447201585352,-0.338772659329623,1
-13850.499995682683,-1.3947033885624782,-0.49500633872871463,1
-13849.499987352525,-1.4689641346924596,-0.3901582553856558,1
-13848.500014828074,-1.3801516706941317,-0.6286709363698969,1
-13847.499997409966,-1.4326602522975358,-0.38687970415125816,1
-13846.500013391013,-1.2329777283725771,-0.9034801376725218,1
-13845.50003340441,-1.1086276485071391,-1.066323517583453,1
-13844.500042001779,-1.049890644173079,-1.1250006029823987,1
-13843.50005052358,-0.9889345192305641,-1.33133384859298,1
-13842.50005234613,-0.9130623638059674,-1.4730262521784614,1
-13841.500096394244,-0.49260248492678843,-2.2794194207005547,1
-13840.500084323721,-0.5678113763678819,-2.033063663286166,1
-13839.500084027397,-0.5101744490775395,-2.1433987242109365,1
-13838.500083900242,-0.4948247218794237,-2.0460020612589207,1
-13837.500076401077,-0.4382312389595639,-2.024689689238642,1
-13836.500086237253,-0.27221004850133707,-2.270546624249311,1
-13835.50008673957,0.017869330681488733,-2.5865244046852305,1
-13834.500075611508,0.018180160493488765,-2.5878923209181592,1
-13833.500102423017,0.0595267083269613,-2.618617553487569,1
-13832.500074663256,0.19668033703682722,-2.2459765115538946,1
-13831.500081499415,0.11229174265832492,-2.483213526533636,1
-13830.500094300332,0.3325413401030244,-2.6969381361373865,1
-13829.500091683269,0.12575200413512486,-2.4014031192539624,1
-13828.50009029214,0.068223839799492,-2.383280742098543,1
-13827.500096422335,-0.08501312917313168,-2.3106053140983525,1
-13826.499999140215,-0.47841082503880583,-0.5066297147555479,1
-13825.500046015848,-0.2636427481782446,-1.523440018371405,1
-13824.500044714076,-0.14484472650455973,-1.7650709958572774,1
-13823.500029447485,-0.24825481930514498,-1.6164126193467387,1
-13822.50004336301,-0.32519244599262004,-1.5540385307196682,1
-13821.500047108422,-0.4408773141304549,-0.7597790052681092,1
-13820.500005831984,-0.8104646528068512,0.14707506565710615,1
-13819.500056688636,-0.41110406873036737,-1.2094750601788433,1
-13818.499975584671,-0.7424870955691768,-0.012844993526848519,1
-13817.500009353862,-0.5587883247553548,-0.9127130327328,1
-13816.49999094662,-0.929436573323934,0.2089117993150973,1
-13815.499994057123,-0.9453947644506685,-0.08581667339819488,1
-13814.50003453351,-0.6584992051409163,-0.9364479681451804,1
-13813.500025194979,-0.7418113967922325,-0.6413573364850624,1
-13812.499986363911,-0.787743791960069,-0.11903700765951855,1
-13811.500005274656,-0.8185943391780884,-0.08575904038172845,1
-13810.499999449301,-0.8900624115672309,-0.184752927012864,1
-13809.499954666531,-0.7318120341559904,-0.16409471900002515,1
-13808.49995002651,-1.292978450346064,0.4918359860435222,1
-13807.500012209264,-1.0884294409947335,-0.37868959316825135,1
-13806.499971113066,-0.7597346081341594,-0.4633989845476452,1
-13805.500015179088,-1.0663666480632281,-0.6875010721358848,1
-13804.50000693984,-1.2408571539752835,-0.4828411964647467,1
-13803.500029803945,-1.1729621748153747,-0.6274990459287991,1
-13802.499997578341,-0.9639696671157716,-0.7570967589525425,1
-13801.50003369459,-1.051315697810825,-0.9412867313921771,1
-13800.500038871427,-0.893515395302889,-1.1285028785847602,1
-13799.50002114693,-1.0925131864892084,-0.7130186608883575,1
-13798.500041090223,-0.87973716179812,-1.197618957366693,1
-13797.500059926262,-0.8577430193592694,-1.3747298166531092,1
-13796.50006545505,-0.8025936153665918,-1.3571585475179617,1
